price,bedrooms_number,batchrooms_number,square_footage_home,square_footage_lot,floors_number,has_waterfront,has_been_viewed,condition_quality,housing_unity_grade,square_footage_except_basement,square_footage_only_basement,build_year,renovation_year,coordinate_latitude,coordinate_longitude,square_footage_home_old,square_footage_lot_old
527.0,3,1.0,1150,7080,1.0,0,0,3,7,1150,0,1952,0,200.7106,4.712000000000003,1490,7921
325.0,3,1.5,1240,1221,2.0,0,0,3,8,1050,190,2009,0,200.7073,4.643999999999991,1180,887
430.0,2,1.0,2110,4920,1.5,0,0,3,7,1460,650,1911,0,200.6872,4.661000000000001,1390,4732
546.125,5,2.75,2740,8426,1.0,0,0,4,8,1370,1370,1960,0,200.5563,4.8160000000000025,2020,8783
360.0,3,1.0,940,8512,1.0,0,0,4,7,940,0,1967,0,200.7002,4.8089999999999975,1060,8512
655.0,4,2.5,2840,9354,2.0,0,0,3,10,2840,0,1990,0,200.6274,4.959999999999994,2540,10200
565.0,2,2.0,1680,4647,1.0,0,0,3,8,1680,0,2008,0,200.7088,4.984999999999999,1680,4950
495.0,3,2.25,1620,1062,3.0,0,0,3,8,1620,0,2014,0,200.6051,4.695999999999998,1560,1728
330.0,3,2.5,1870,3480,2.0,0,0,3,7,1870,0,2002,0,200.4831,4.817000000000006,2160,3480
455.0,4,2.0,1960,5008,1.0,0,0,3,6,980,980,1900,1988,200.5958,4.701000000000008,1175,2315
455.0,4,1.75,1850,7730,1.0,0,0,5,7,1100,750,1956,0,200.7481,4.644999999999996,2260,8581
544.95,3,2.0,1560,3200,1.5,0,0,3,7,1560,0,1910,2007,200.6398,4.643999999999991,1240,3600
357.5,3,1.0,1000,4171,1.0,0,0,3,7,1000,0,1985,0,200.6834,4.9029999999999925,1090,3479
1380.0,5,4.0,3760,22763,1.0,0,3,4,11,1910,1850,1969,0,200.5333,4.780000000000001,3730,11201
755.0,2,2.5,2630,7957,2.0,0,0,3,8,2630,0,2003,0,200.7106,4.977000000000004,2305,7220
297.0,4,3.0,1984,4460,2.0,0,0,3,7,1984,0,2012,0,200.3532,4.7890000000000015,2095,3402
605.0,2,1.0,920,5029,1.0,0,0,4,7,920,0,1938,0,200.6726,4.734999999999999,1230,5029
239.95,3,2.0,1430,10850,1.0,0,0,3,7,1430,0,1994,0,200.2671,4.767000000000009,1610,8015
240.75,2,1.0,740,11250,1.0,0,0,2,6,740,0,1938,0,200.5036,4.637999999999991,1390,11250
295.0,2,1.0,960,4000,1.0,0,0,3,6,960,0,1918,0,200.5554,4.732999999999991,1210,4000
840.1,4,2.5,2380,12573,1.0,0,0,4,9,2380,0,1963,0,200.5984,4.823999999999998,2900,10700
477.5,4,2.5,2960,223462,2.0,0,0,3,10,2960,0,2001,0,200.3646,4.7890000000000015,2770,16482
305.0,4,2.5,2600,8572,2.0,0,0,3,8,2600,0,2003,0,200.3155,4.733999999999996,2170,5288
720.0,4,2.25,1900,8272,1.0,0,0,4,9,1460,440,1966,0,200.5803,4.772999999999996,2040,8479
493.8,4,2.25,2170,9665,1.0,0,0,4,8,1300,870,1976,0,200.5444,4.834999999999994,2170,12054
305.0,3,2.5,1700,3575,2.0,0,0,3,7,1700,0,2000,0,200.5418,4.704999999999998,1590,3380
830.0,5,3.0,3070,8474,2.0,0,0,3,9,3070,0,2011,0,200.6852,4.8160000000000025,3070,8527
792.0,3,1.75,1330,7500,1.0,0,0,3,8,1330,0,1961,0,200.6074,4.805000000000007,1690,7800
605.0,4,2.5,2600,6536,2.0,0,0,3,9,2600,0,1999,0,200.5232,4.8089999999999975,2640,6185
1065.0,4,3.5,3850,8100,2.0,0,1,3,11,2430,1420,1995,0,200.6855,4.810000000000001,2620,9346
496.0,3,2.0,2005,7000,1.0,0,0,3,7,1605,400,1980,0,200.6039,4.702000000000012,1750,4500
266.0,3,1.75,1350,7686,1.0,0,0,3,7,1350,0,1987,0,200.3617,4.947999999999993,1370,7686
430.0,3,2.25,1820,8058,1.0,0,0,3,7,1260,560,1974,0,200.7241,4.832000000000008,1850,7384
1245.0,4,3.0,3330,6990,1.5,0,3,5,9,2330,1000,1928,0,200.5886,4.712999999999994,2620,5310
822.0,3,1.5,2310,3360,1.5,0,0,3,8,1790,520,1926,0,200.6431,4.6410000000000045,1930,4320
405.0,6,3.0,3320,15600,1.0,0,0,4,8,1660,1660,1977,0,200.2983,4.834000000000003,2330,15360
460.0,4,2.5,2811,7251,2.0,0,0,3,9,2811,0,2009,0,200.3686,4.942000000000006,3040,7250
303.8,2,1.0,860,8189,1.0,0,0,3,6,860,0,1948,0,200.735,4.694000000000003,1180,8189
290.0,3,1.75,1020,5000,1.0,0,0,5,6,1020,0,1954,0,200.5332,4.709999999999994,1360,5000
234.0,3,2.0,1760,9900,1.0,0,0,4,7,1760,0,1943,0,200.4783,4.662000000000006,1190,9900
382.5,3,2.25,1410,1377,2.0,0,0,3,7,1290,120,2005,0,200.5342,4.932999999999994,1445,1370
400.0,4,2.75,2640,35070,1.5,0,0,3,8,2640,0,1963,0,200.4242,4.819000000000003,2520,34986
254.5,3,1.0,1180,7200,1.0,0,0,4,7,1180,0,1968,0,200.4249,4.822000000000003,1180,7200
467.6,3,2.0,1320,4000,1.0,0,0,4,6,1020,300,1940,0,200.5515,4.738,2410,6212
303.95,5,2.25,2300,11505,1.0,0,0,3,8,1300,1000,1963,0,200.3812,4.777000000000001,2350,11505
380.0,2,1.0,710,4618,1.0,0,1,3,5,710,0,1925,0,200.64,4.606000000000009,1810,4988
610.0,3,2.5,2670,47480,2.0,0,3,3,9,2670,0,1981,0,200.7443,4.88600000000001,2760,42800
973.0,4,1.75,2630,9645,1.0,0,0,4,9,2630,0,1963,0,200.5459,4.772000000000006,2690,10439
440.0,3,2.25,1890,7200,1.0,0,0,4,7,1230,660,1973,0,200.7156,4.682999999999994,1970,8101
419.5,2,1.5,1210,1278,2.0,0,0,3,8,1020,190,2007,0,200.6756,4.625,1210,1118
365.0,3,1.75,1255,1113,3.0,0,0,3,8,1255,0,2010,0,200.6958,4.657000000000012,1010,1038
220.0,3,2.0,1340,8505,1.0,0,0,3,6,1340,0,1931,0,200.4727,4.702999999999988,1370,9000
510.0,3,2.5,1820,11012,2.0,0,0,3,8,1820,0,1988,0,200.6358,4.9739999999999895,1860,7767
445.0,2,2.75,1100,1088,2.0,0,0,3,7,750,350,2006,0,200.6405,4.676000000000002,2090,4125
444.99,3,2.5,2340,5171,2.0,0,0,3,8,2340,0,2013,0,200.4832,5.227999999999994,2790,5684
579.95,5,3.25,3160,10000,2.0,0,0,4,8,3160,0,1980,0,200.52,4.952999999999988,2130,10000
473.0,3,1.5,1830,9848,1.0,0,0,5,7,1830,0,1962,0,200.539,4.819999999999993,1830,8168
404.95,5,2.0,2760,6420,1.0,0,0,5,7,1380,1380,1964,0,200.5396,4.7239999999999895,1400,7112
172.0,3,2.0,1520,7456,1.0,0,0,3,7,1520,0,1949,0,200.4745,4.657000000000012,1740,8464
364.8,4,2.5,2390,6426,2.0,0,0,3,9,2390,0,1999,0,200.2586,4.778999999999996,2520,6700
505.0,3,2.25,2210,7680,1.0,0,2,3,8,1730,480,1972,0,200.7729,4.611000000000004,2390,7680
306.5,2,1.5,830,1333,2.0,0,0,3,7,830,0,2005,0,200.5506,4.619,1120,4822
404.0,4,3.0,3060,5000,2.0,0,0,3,8,3060,0,2001,0,200.3786,4.873999999999995,3060,5668
679.25,4,2.5,2780,35000,1.0,0,0,4,9,2780,0,1985,0,200.7386,4.908999999999992,2740,35072
672.0,3,1.0,1400,1581,1.5,0,0,5,8,1400,0,1909,0,200.6221,4.686000000000006,1860,3861
316.0,3,1.75,1900,3000,1.5,0,0,5,7,1070,830,1903,0,200.5255,4.734999999999999,1130,6000
330.0,3,2.5,1830,7585,2.0,0,0,4,8,1830,0,1995,0,200.3893,4.8460000000000045,2070,7585
315.0,4,1.75,1480,11200,1.0,0,0,4,7,1480,0,1969,0,200.5064,4.858999999999996,1480,20310
318.5,3,1.75,1610,7350,1.0,0,0,3,8,1610,0,1974,0,200.4503,4.869,2120,7350
240.0,2,1.0,720,4840,1.0,0,0,4,6,720,0,1947,0,200.5534,4.625,1510,4840
397.5,2,1.0,1050,4125,1.0,0,0,4,7,1050,0,1909,0,200.5736,4.692999999999998,1650,4125
391.0,3,1.5,1270,1318,2.0,0,0,3,7,1080,190,2004,0,200.6526,4.6160000000000005,1360,1488
605.0,4,2.0,2510,38141,1.0,0,0,3,9,2510,0,1960,0,200.7219,4.742000000000004,3180,11760
493.0,3,2.5,1940,5660,2.0,0,0,3,8,1940,0,2001,0,200.7511,4.829999999999998,2110,4581
324.0,2,1.0,750,6380,1.0,0,0,3,7,750,0,1949,0,200.7033,4.692000000000006,1690,6495
655.0,5,3.5,3960,25245,2.0,0,0,3,9,2500,1460,1996,0,200.525,4.827999999999988,2640,13675
565.0,3,2.0,2090,15790,1.0,0,0,3,9,2090,0,1992,0,200.7296,4.801000000000002,1820,8770
705.0,4,2.5,3270,9650,1.0,0,3,4,9,2320,950,1971,0,200.409,4.667000000000002,2340,17357
540.0,4,1.0,1920,6480,1.5,0,0,3,7,1920,0,1920,0,200.6897,4.626000000000005,1600,6470
340.0,4,2.5,1830,4500,2.0,0,0,3,7,1830,0,2004,0,200.3504,4.9950000000000045,2080,5100
530.0,3,2.25,1750,1879,3.0,0,0,3,8,1750,0,2001,0,200.6722,4.608999999999996,1750,3155
385.0,4,2.5,2130,4467,2.0,0,0,3,8,2130,0,2014,0,200.5108,4.6370000000000005,1830,8160
175.0,2,1.0,860,5265,1.0,0,0,3,6,860,0,1931,0,200.5048,4.727999999999994,1650,8775
720.0,4,2.5,2970,5722,2.0,0,0,3,9,2970,0,2005,0,200.6134,4.957999999999998,3940,4848
545.0,3,1.0,1050,4160,1.0,0,0,4,7,1050,0,1925,0,200.6756,4.700000000000003,1580,3680
822.0,4,2.25,2600,10660,2.0,0,0,4,8,2600,0,1979,0,200.5533,4.843999999999994,3150,10660
690.0,4,2.0,2340,6000,1.0,0,0,5,8,1270,1070,1953,0,200.6495,4.5989999999999895,1600,6000
1239.0,4,3.0,2660,4600,1.5,0,0,3,8,1820,840,1906,2002,200.6258,4.694999999999993,2350,4600
235.0,3,1.75,1260,10164,1.0,0,0,4,6,1260,0,1964,0,200.4752,4.867000000000004,1190,10640
500.0,5,2.5,2200,4942,2.0,0,0,3,8,2200,0,1989,0,200.5772,4.998999999999995,2200,5924
335.0,3,1.5,1430,8000,1.0,0,0,5,7,1430,0,1948,0,200.772,4.677999999999997,1410,9820
201.5,3,1.0,1320,9000,1.0,0,0,3,7,1320,0,1966,0,200.3461,4.727999999999994,1320,9800
260.0,2,1.5,920,1598,2.0,0,0,3,7,920,0,1995,0,200.7081,4.657999999999987,1110,1598
495.0,3,1.75,1720,12540,1.0,0,0,4,7,1720,0,1956,0,200.5699,4.822999999999993,1440,11850
345.0,4,2.5,2690,6099,2.0,0,0,3,9,2690,0,1998,0,200.3314,4.8289999999999935,2520,6168
342.0,3,2.5,2235,43560,1.0,0,0,5,7,990,1245,1975,0,200.3326,4.9539999999999935,1460,29621
305.0,2,1.75,2120,6350,1.0,0,0,4,6,1440,680,1924,0,200.6974,4.643999999999991,1590,6350
400.0,2,1.75,1400,2500,1.0,0,0,5,7,710,690,1916,0,200.5628,4.608999999999996,1250,5700
405.0,3,2.75,2220,5000,2.0,0,0,3,7,2220,0,1993,0,200.5515,4.676000000000002,960,5000
198.0,2,1.0,680,8640,1.0,0,0,4,5,680,0,1951,0,200.4559,4.7109999999999985,1320,13140
805.0,6,4.25,5480,189050,2.0,0,0,4,10,5140,340,1991,0,200.412,4.832000000000008,2470,10429
250.0,4,2.0,1870,8750,1.0,0,2,3,7,1870,0,1977,0,200.1985,4.998999999999995,1770,8207
350.0,3,2.25,2120,15003,2.0,0,0,3,7,2120,0,1984,0,200.4745,4.8799999999999955,2070,15203
240.0,3,1.0,1240,18000,1.0,0,0,2,7,1240,0,1943,0,200.3514,4.685000000000001,1240,18000
355.0,3,2.25,1780,16290,2.0,0,0,4,8,1780,0,1987,0,200.4622,4.872999999999991,1780,8810
603.5,3,2.25,2520,12000,1.0,0,0,3,10,2520,0,1978,0,200.6381,4.937999999999988,2510,12000
275.0,3,1.0,1480,7374,1.0,0,0,3,6,760,720,1954,0,200.7775,4.6640000000000015,1480,8934
375.0,4,2.5,2130,4750,2.0,0,0,3,8,2130,0,2009,0,200.4324,4.8160000000000025,2130,4071
393.0,4,2.5,2560,5800,2.0,0,0,3,9,2560,0,2005,0,200.3474,4.974999999999994,3040,5800
735.0,4,2.5,3230,7331,2.0,0,0,3,10,3230,0,2004,0,200.5823,5.030000000000001,3480,7447
239.0,4,2.5,1820,8217,1.0,0,0,3,7,1120,700,1987,0,200.263,4.757999999999996,1310,8217
400.0,3,2.0,1470,10125,1.0,0,0,4,7,1470,0,1962,0,200.7751,4.7779999999999925,1440,10125
805.0,4,2.75,4600,322188,1.0,0,4,3,10,2400,2200,1989,0,200.4626,5.26100000000001,3740,114562
640.0,3,2.5,1960,7200,1.0,0,0,4,8,980,980,1940,0,200.5655,4.730000000000004,1440,7200
1155.0,5,4.25,4010,8252,2.0,0,0,3,10,4010,0,2015,0,200.5974,4.987000000000009,3370,8252
533.0,3,2.5,2020,5613,2.0,0,0,3,7,2020,0,2003,0,200.6835,4.965000000000003,2020,4609
1000.0,5,4.0,5610,22529,2.0,0,0,3,11,4090,1520,1996,0,200.7239,4.907999999999987,3860,24751
624.42,4,2.75,2450,14803,2.0,0,0,4,9,2450,0,1988,0,200.5261,4.837999999999994,2330,14803
225.0,4,1.5,1240,9600,1.0,0,0,3,7,1240,0,1971,0,200.3206,4.602999999999994,1240,9592
675.0,3,1.75,1280,2147,1.5,0,0,4,7,1280,0,1910,0,200.6362,4.676000000000002,2010,2640
330.0,4,2.5,2240,5105,2.0,0,0,4,8,2240,0,2002,0,200.3922,4.834999999999994,1920,5288
355.0,2,1.0,720,5820,1.0,0,1,5,6,720,0,1950,0,200.7598,4.7450000000000045,952,5820
315.597,4,1.75,2000,25700,1.0,0,0,4,7,1150,850,1958,0,200.32,4.637999999999991,2420,27500
565.0,2,1.75,970,4233,1.0,0,0,4,7,970,0,1944,0,200.6384,4.599999999999994,1340,4233
343.0,4,1.75,1530,8152,1.0,0,0,5,6,910,620,1948,0,200.7557,4.672000000000012,1310,8152
1383.0,5,3.5,5150,12230,2.0,0,2,3,10,3700,1450,2007,0,200.6249,4.909999999999997,2940,13462
527.5,3,2.5,2370,7875,2.0,0,0,3,9,2370,0,2003,0,200.5427,5.1370000000000005,2660,7752
895.9,4,2.5,3420,6233,2.0,0,0,3,9,3420,0,2006,0,200.5416,5.0020000000000095,3350,5000
1413.76,4,4.0,4920,50621,2.0,0,0,3,10,4280,640,2012,0,200.6575,4.994,4920,74052
181.0,3,2.25,1540,5449,1.0,0,0,2,7,1180,360,1989,0,200.29,4.642000000000009,1460,6740
625.0,2,1.75,1680,8187,1.0,0,0,4,8,1680,0,1983,0,200.5603,4.918999999999997,2390,7801
253.0,4,2.25,2320,8760,1.0,0,0,4,8,1160,1160,1966,0,200.3627,4.715000000000003,1970,8690
240.0,2,1.0,900,28800,1.0,0,0,1,6,900,0,1928,0,200.5245,5.177999999999997,1360,7200
264.95,3,2.5,1578,7340,2.0,0,0,3,7,1578,0,2010,0,200.3771,4.813999999999994,1850,7200
210.0,3,2.5,1600,7295,2.0,0,0,2,7,1600,0,1993,0,200.3904,4.834999999999994,1410,9000
415.0,3,1.5,1250,7700,1.0,0,0,5,7,1250,0,1968,0,200.5383,4.822000000000003,1430,7700
478.0,3,2.25,1620,12309,2.0,0,0,3,7,1620,0,1987,0,200.6188,4.9710000000000045,2030,13963
585.0,4,2.75,2330,6703,1.5,0,0,3,7,1710,620,1983,0,200.7066,4.6410000000000045,2060,7500
364.0,4,1.75,1680,9244,2.0,0,0,3,8,1680,0,1991,0,200.4612,4.647999999999996,1840,9387
358.0,3,1.75,1260,11775,1.0,0,0,5,6,1260,0,1942,0,200.5501,4.7039999999999935,1270,5480
555.0,4,2.5,2420,8056,1.0,0,0,3,8,1680,740,1988,0,200.5748,4.987000000000009,2160,6807
489.0,6,2.5,3300,13501,1.0,0,0,3,8,2060,1240,1980,0,200.5116,4.837000000000003,2060,8745
594.0,3,2.5,2320,5663,2.0,0,0,3,8,2320,0,2003,0,200.539,4.930000000000007,2500,4500
280.5,2,1.0,720,11400,1.0,0,0,5,6,720,0,1951,0,200.7641,4.658999999999992,1690,8075
230.0,3,2.5,2000,9202,2.0,0,0,4,7,2000,0,1992,0,200.3516,4.942999999999998,1750,7827
443.9,4,2.5,2740,5700,2.0,0,0,3,9,2740,0,2006,0,200.3535,4.9739999999999895,3010,5281
835.0,3,2.5,2760,11287,2.0,0,3,3,10,2000,760,1991,0,200.739,4.736000000000004,2760,13719
350.0,3,1.75,1860,7191,1.0,0,0,4,7,1260,600,1975,0,200.4338,4.832000000000008,1850,7490
623.08,3,2.5,2030,6500,2.0,0,0,3,8,2030,0,1988,0,200.5654,4.907999999999987,2030,8485
390.0,3,1.75,1200,7360,1.0,0,0,4,7,1200,0,1978,0,200.6979,4.8700000000000045,1200,7500
196.0,2,1.0,900,3400,1.0,0,0,5,6,900,0,1905,0,200.5269,4.686000000000006,940,6000
544.0,5,2.25,2590,7245,1.0,0,0,3,8,1510,1080,1973,0,200.6398,4.888999999999996,1930,7245
350.0,3,2.5,1990,20466,1.5,0,0,4,8,1410,580,1987,0,200.3259,5.103999999999999,1660,93393
240.0,3,1.75,1900,8540,1.0,0,0,3,6,950,950,1980,0,200.4868,4.697000000000003,1370,10204
435.0,6,3.0,2630,8800,1.0,0,0,3,7,1610,1020,1959,0,200.7166,4.707000000000008,1220,1173
496.0,5,3.5,2815,4900,2.0,0,0,3,9,2815,0,2011,0,200.3424,4.820999999999998,2798,4900
536.8,3,2.5,1930,5344,2.0,0,0,3,7,1930,0,2004,0,200.6783,4.967999999999988,2410,5080
417.0,2,1.0,910,6282,1.0,0,0,4,7,910,0,1939,0,200.6967,4.646000000000001,970,6281
597.1,4,2.75,2310,7851,1.0,0,0,4,8,1790,520,1989,0,200.5473,4.812999999999988,2230,7359
476.275,4,2.5,3361,5038,2.0,0,0,3,9,3361,0,2014,0,200.3269,4.834999999999994,2316,4105
240.0,3,1.5,1660,8738,1.0,0,0,4,7,1080,580,1959,0,200.3117,4.792000000000002,1500,8466
305.0,3,1.75,1730,6900,1.0,0,0,4,7,1130,600,1976,0,200.3915,4.812000000000012,1950,7200
195.0,3,1.0,910,10575,1.0,0,0,4,7,910,0,1968,0,200.2741,4.698999999999998,1470,10425
254.95,3,1.75,1120,15210,1.0,0,0,5,7,1120,0,1976,0,200.3659,4.8870000000000005,1710,8470
235.0,4,2.0,1220,9100,1.5,0,0,4,7,1220,0,1970,0,200.2964,4.623999999999995,1160,7700
875.0,4,2.75,2840,4000,1.5,0,0,5,8,1960,880,1912,0,200.5846,4.709000000000003,2750,4000
373.0,3,1.75,1750,14400,1.0,0,0,4,7,1750,0,1951,0,200.4535,4.638999999999996,2030,14400
270.0,3,1.0,1020,8610,1.0,0,0,5,7,1020,0,1959,0,200.4974,4.831000000000003,1070,5940
705.0,4,2.5,3100,36562,2.0,0,0,3,10,3100,0,1994,0,200.7646,4.935000000000001,3080,39351
280.0,4,1.75,2000,8700,1.0,0,0,5,7,1010,990,1975,0,200.374,4.858999999999996,1490,7350
845.0,4,2.5,3730,9847,2.0,0,0,3,10,3730,0,1997,0,200.587,5.024000000000001,3490,10219
162.5,2,1.0,670,4500,1.0,0,0,3,5,670,0,1905,0,200.5271,4.673999999999992,1210,4500
424.95,4,1.75,1870,16549,1.0,0,0,3,8,1870,0,1969,0,200.7482,4.917000000000002,1870,10804
355.0,4,1.75,1820,6930,1.0,0,2,4,7,1320,500,1952,0,200.5053,4.757999999999996,1820,6825
180.0,6,1.5,1930,8400,1.0,0,0,3,7,1030,900,1971,0,200.4869,4.659999999999997,1780,9520
968.99,4,3.25,3830,6765,2.0,0,0,3,9,3830,0,2014,0,200.685,4.983999999999996,3830,6507
464.95,4,2.5,2800,6567,2.0,0,0,3,9,2800,0,2006,0,200.3555,4.997999999999991,3400,5900
262.5,2,2.0,1180,9265,1.0,0,0,3,7,1180,0,1940,0,200.7252,4.702999999999988,460,18000
335.0,4,2.25,2430,7490,2.0,0,0,3,8,2430,0,1983,0,200.4406,4.861000000000004,2070,7469
275.0,4,2.5,1900,8282,1.0,0,0,3,7,1900,0,1968,1997,200.2089,4.997000000000014,1420,8350
414.124,5,3.25,3320,11340,2.0,0,0,4,8,2480,840,1999,0,200.3904,4.8460000000000045,2330,8339
470.75,3,2.5,2670,4534,2.0,0,0,3,9,2670,0,2007,0,200.51,4.8160000000000025,3040,5079
721.0,3,2.0,1420,3600,1.5,0,0,4,7,1420,0,1904,0,200.6367,4.63600000000001,1250,3600
1085.0,4,2.5,4200,35267,2.0,0,0,3,11,4200,0,1990,0,200.7108,4.929000000000002,3540,22234
480.0,4,2.5,2040,7260,2.0,0,0,4,7,2040,0,1963,0,200.7399,4.667999999999992,2040,7360
354.95,3,2.5,1700,7496,2.0,0,0,3,8,1700,0,1994,0,200.432,4.811000000000006,2280,7496
305.0,3,2.25,2000,7560,1.0,0,0,3,7,1400,600,1979,0,200.4798,4.772000000000006,2040,6949
530.0,4,1.75,2280,5959,1.0,0,0,3,7,1250,1030,1947,0,200.5655,4.605000000000004,1640,5911
555.0,4,1.75,2550,39460,1.0,0,0,3,8,1890,660,1982,0,200.7707,4.8770000000000095,2560,38638
540.0,3,2.5,2210,7620,2.0,0,0,3,8,2210,0,1994,0,200.6938,4.8700000000000045,1920,7440
370.0,2,1.0,870,5689,1.0,0,0,4,7,870,0,1948,0,200.6988,4.649000000000001,1100,5711
235.0,3,1.75,1520,15344,1.0,0,0,3,8,1520,0,1968,0,200.3308,4.635000000000005,2270,14981
530.0,4,2.25,1580,7307,1.0,0,0,3,8,1160,420,1973,0,200.569,4.9140000000000015,2020,7458
358.0,4,2.5,1830,5331,2.0,0,0,3,7,1830,0,2002,0,200.3557,4.983999999999996,1830,5175
582.5,3,2.5,2280,10879,2.0,0,0,3,9,2280,0,1984,0,200.6217,4.966000000000008,2400,9536
605.0,2,2.25,2320,18919,2.0,1,4,4,8,2320,0,1976,0,200.3905,4.537999999999997,1610,18919
540.0,3,1.75,2020,10031,1.0,0,0,5,7,1370,650,1952,0,200.7487,4.680999999999997,1500,8456
400.0,4,2.0,1780,8149,1.5,0,0,4,7,1780,0,1948,0,200.745,4.697999999999993,1180,8149
362.0,5,2.75,1540,4000,1.0,0,0,3,7,1140,400,1990,0,200.533,4.646000000000001,1630,4000
365.0,3,2.25,2130,8466,1.0,0,0,3,7,1290,840,1983,0,200.4537,4.7890000000000015,2250,9682
360.0,3,2.0,1480,2502,2.0,0,0,3,7,1480,0,1991,0,200.6969,4.662000000000006,1850,5000
330.0,4,2.25,1870,9680,1.0,0,0,4,7,1170,700,1959,0,200.7157,4.7660000000000045,2000,9790
361.0,2,2.25,1230,989,3.0,0,0,3,8,1230,0,2007,0,200.6975,4.652000000000001,1230,1223
445.0,3,1.5,2260,5300,1.0,0,0,3,7,1200,1060,1940,0,200.6756,4.652000000000001,1950,5000
665.0,2,2.25,2550,6000,2.0,0,0,5,7,1860,690,1902,0,200.6739,4.677000000000007,2010,4000
605.0,4,2.5,2620,9873,2.0,0,0,3,8,2620,0,1987,0,200.5822,4.948999999999998,2520,9935
1740.0,4,3.5,4010,9654,2.0,0,0,3,10,4010,0,2007,0,200.5891,4.799999999999997,1870,9873
1070.0,5,3.5,2920,3000,2.0,0,0,3,9,2260,660,2014,0,200.6846,4.6510000000000105,1580,4000
264.9,3,2.0,1490,7770,1.0,0,0,4,7,1490,0,1990,0,200.3686,4.909999999999997,1540,7366
223.25,3,1.0,1270,7344,1.0,0,0,3,7,970,300,1967,0,200.305,4.628999999999991,1290,7300
441.0,4,2.5,2495,5751,2.0,0,0,3,7,2495,0,2002,0,200.7243,5.042999999999992,2490,6300
840.0,4,3.25,3270,6027,2.0,0,0,3,10,3270,0,2001,0,200.6346,4.937000000000012,3270,6546
620.0,3,3.25,1470,1152,3.0,0,0,3,8,1470,0,2003,0,200.6516,4.662999999999997,1470,1506
253.0,4,2.5,1770,5855,2.0,0,0,3,7,1770,0,2003,0,200.3483,4.947000000000003,1790,5679
655.0,2,1.0,1050,2542,1.0,0,0,3,7,880,170,1904,0,200.6172,4.702000000000012,1620,1809
720.0,4,2.5,2370,10000,1.0,0,0,5,8,1660,710,1974,0,200.6383,4.9010000000000105,2480,9875
325.0,3,2.0,1250,8636,1.0,0,0,5,7,1250,0,1968,0,200.5066,4.841000000000008,1620,7653
885.0,6,2.5,2640,3680,2.0,0,0,5,8,1760,880,1922,0,200.5771,4.6200000000000045,1960,3680
820.0,4,2.25,2000,3800,2.0,0,0,3,8,2000,0,2001,0,200.6852,4.688999999999994,1610,3800
347.0,3,2.25,1200,2845,2.0,0,0,3,7,1200,0,1986,0,200.7151,4.797000000000012,1220,2140
424.0,2,1.0,720,4592,1.0,0,0,4,6,720,0,1943,0,200.6534,4.5960000000000045,1030,5816
540.0,2,1.0,1520,3360,1.0,0,0,4,7,830,690,1927,0,200.6815,4.617999999999995,1470,3774
401.675,2,1.0,1730,6375,2.0,0,0,4,6,1730,0,1945,0,200.5357,4.632000000000005,1180,6250
554.0,3,2.0,1560,5130,1.0,0,0,5,7,1150,410,1915,0,200.6913,4.667000000000002,1560,4500
523.0,3,1.75,1830,4500,1.5,0,0,4,7,1830,0,1909,0,200.676,4.692000000000006,1830,4080
390.0,5,2.0,2020,4000,2.0,0,0,3,7,2020,0,1950,0,200.5799,4.694999999999993,1960,4000
170.0,3,1.5,1280,7742,1.0,0,0,3,7,1280,0,1973,0,200.3323,4.7239999999999895,1566,7696
690.0,4,2.5,2170,8680,1.0,0,0,3,7,1220,950,1959,0,200.6078,4.807999999999994,2010,8680
278.5,3,1.5,1560,8314,1.0,0,0,3,7,1560,0,1962,0,200.4117,4.790999999999997,1820,8925
390.0,4,2.5,2030,11375,1.0,0,0,3,7,1330,700,1969,0,200.7765,4.73899999999999,1500,9160
612.0,4,2.75,2150,16728,1.0,0,0,4,8,1240,910,1982,0,200.6915,4.817000000000006,2200,9257
320.0,3,1.75,2500,8289,1.0,0,0,4,7,1250,1250,1958,0,200.4973,4.822999999999993,1710,8205
505.0,4,1.0,1720,4011,1.5,0,0,4,7,1720,0,1904,0,200.6719,4.603999999999999,1580,3784
245.0,3,1.75,1630,9450,1.0,0,0,4,7,1080,550,1977,0,200.3729,4.704999999999998,1280,9100
865.0,4,1.75,1880,3720,1.5,0,0,4,7,1880,0,1924,0,200.6431,4.643999999999991,2090,4095
655.0,4,2.75,2610,4160,3.0,0,0,5,8,1910,700,1910,0,200.6901,4.6429999999999865,1470,4140
645.0,4,1.75,2020,16120,1.0,0,0,3,7,2020,0,1969,0,200.3413,4.952000000000012,1940,16350
590.0,4,2.5,3000,6892,2.0,0,0,3,8,3000,0,2005,0,200.7623,4.834999999999994,3000,6589
281.9,3,2.5,1620,7320,2.0,0,0,3,7,1620,0,1989,0,200.3617,4.945999999999998,1550,7686
695.0,3,2.5,1300,5150,1.5,0,0,4,7,1300,0,1920,0,200.6838,4.637999999999991,1400,4017
527.5,3,1.0,1520,9030,1.0,0,0,3,7,1520,0,1956,0,200.587,4.8660000000000005,1470,8712
444.0,4,2.5,2690,9551,2.0,0,0,3,9,2690,0,1992,0,200.4343,4.843999999999994,2890,9121
620.0,3,1.75,1780,5175,1.0,0,0,4,7,990,790,1927,0,200.5696,4.61399999999999,1780,5175
